Filename,Sign_Type,MUTCD_Code,Legend_Ra,Background_Ra,Target_Contrast,Actual_Reflectivity,Actual_Contrast,Safety_Status,Variation_Type,MUTCD_Compliant,Delta_R,Delta_C,Latitude,Longitude,Age_Years,Sheeting_Type,Generated_Time
arrow_011_safe.png,ARROW,M6-3-21-W,357.425,796.518,9.0728,0.5301,0.1568,SAFE,SAFE_TARGET,YES,576.4413,8.916,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_012_unsafe.png,ARROW,M6-3-21-W,392.768,69.307,2.0601,0.5303,0.1505,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,230.5071,1.9096,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_013_unsafe.png,ARROW,M6-3-21-W,56.01,466.751,1.339,0.5305,0.1477,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,260.8498,1.1913,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_014_unsafe.png,ARROW,M6-3-21-W,419.981,471.767,2.8194,0.5302,0.1531,UNSAFE,UNSAFE_LEGEND_FAIL,NO,445.3436,2.6662,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_015_safe.png,ARROW,M6-3-21-W,218.379,833.575,8.4896,0.5301,0.155,SAFE,SAFE_TARGET,YES,525.4464,8.3346,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_016_safe.png,ARROW,M6-3-21-W,312.373,536.026,7.5527,0.5302,0.1542,SAFE,SAFE_TARGET,YES,423.6692,7.3985,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_017_unsafe.png,ARROW,M6-3-21-W,441.093,58.677,0.7596,0.5303,0.1507,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,249.3544,0.6089,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_018_safe.png,ARROW,M6-3-21-W,275.564,794.239,8.2437,0.5301,0.1554,SAFE,SAFE_TARGET,YES,534.3712,8.0883,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_019_safe.png,ARROW,M6-3-21-W,439.396,574.656,7.4671,0.5301,0.156,SAFE,SAFE_TARGET,YES,506.4958,7.3111,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_020_unsafe.png,ARROW,M6-3-21-W,388.138,53.31,1.1316,0.5304,0.15,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,220.1934,0.9816,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_021_unsafe.png,ARROW,M6-3-21-W,20.185,832.443,1.3986,0.5304,0.1494,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,425.7833,1.2492,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_022_safe.png,ARROW,M6-3-21-W,424.013,581.193,9.8773,0.5301,0.1569,SAFE,SAFE_TARGET,YES,502.0728,9.7204,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_023_unsafe.png,ARROW,M6-3-21-W,369.946,77.325,0.9444,0.5304,0.1498,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,223.1052,0.7946,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_024_safe.png,ARROW,M6-3-21-W,128.977,754.215,8.2535,0.5302,0.1534,SAFE,SAFE_TARGET,YES,441.0661,8.1001,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_025_safe.png,ARROW,M6-3-21-W,409.585,646.765,9.6748,0.5301,0.157,SAFE,SAFE_TARGET,YES,527.6447,9.5179,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_026_unsafe.png,ARROW,M6-3-21-W,251.696,36.753,2.2897,0.5304,0.1486,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,143.6938,2.141,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_027_unsafe.png,ARROW,M6-3-21-W,80.315,12.876,4.0925,0.5305,0.1472,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,46.0646,3.9452,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_028_unsafe.png,ARROW,M6-3-21-W,205.189,802.346,0.7288,0.5303,0.1512,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,503.2369,0.5776,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_029_safe.png,ARROW,M6-3-21-W,372.535,786.574,8.7774,0.5301,0.1568,SAFE,SAFE_TARGET,YES,579.0246,8.6206,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_030_unsafe.png,ARROW,M6-3-21-W,412.062,27.07,1.4191,0.5303,0.1503,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,219.0354,1.2688,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_031_unsafe.png,ARROW,M6-3-21-W,317.689,55.155,1.2976,0.5304,0.1492,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,185.8917,1.1484,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_032_safe.png,ARROW,M6-3-21-W,405.438,510.684,9.9791,0.5301,0.1564,SAFE,SAFE_TARGET,YES,457.5311,9.8228,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_033_unsafe.png,ARROW,M6-3-21-W,305.353,59.431,1.4223,0.5304,0.1491,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,181.8613,1.2732,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_034_unsafe.png,ARROW,M6-3-21-W,188.084,346.699,1.1152,0.5304,0.1486,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,266.8611,0.9666,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_035_unsafe.png,ARROW,M6-3-21-W,455.524,28.365,0.6061,0.5303,0.1507,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,241.4139,0.4554,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_036_safe.png,ARROW,M6-3-21-W,155.369,504.835,9.4511,0.5302,0.153,SAFE,SAFE_TARGET,YES,329.5721,9.2982,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_037_safe.png,ARROW,M6-3-21-W,404.555,585.718,8.9092,0.5301,0.1562,SAFE,SAFE_TARGET,YES,494.6064,8.753,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_038_unsafe.png,ARROW,M6-3-21-W,391.918,53.047,0.5471,0.5304,0.1499,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,221.9518,0.3972,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_039_unsafe.png,ARROW,M6-3-21-W,346.727,51.55,1.21,0.5304,0.1495,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,198.608,1.0606,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_040_unsafe.png,ARROW,M6-3-21-W,334.717,504.224,1.4331,0.5303,0.1515,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,418.9402,1.2815,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_041_safe.png,ARROW,M6-3-21-W,158.836,699.595,9.7718,0.5302,0.1543,SAFE,SAFE_TARGET,YES,428.6851,9.6176,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_042_safe.png,ARROW,M6-3-21-W,439.038,635.46,8.4565,0.5301,0.1567,SAFE,SAFE_TARGET,YES,536.7191,8.2998,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_043_safe.png,ARROW,M6-3-21-W,443.858,566.377,7.0109,0.5301,0.1558,SAFE,SAFE_TARGET,YES,504.5871,6.8551,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_044_safe.png,ARROW,M6-3-21-W,313.402,745.99,9.6715,0.5301,0.1563,SAFE,SAFE_TARGET,YES,529.1659,9.5152,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_045_unsafe.png,ARROW,M6-3-21-W,346.25,82.944,1.2707,0.5304,0.1496,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,214.0667,1.1211,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_046_unsafe.png,ARROW,M6-3-21-W,334.107,508.26,1.2279,0.5303,0.1514,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,420.6531,1.0765,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_047_safe.png,ARROW,M6-3-21-W,338.868,717.189,8.4066,0.5301,0.1558,SAFE,SAFE_TARGET,YES,527.4987,8.2508,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_048_unsafe.png,ARROW,M6-3-21-W,35.73,681.36,0.5938,0.5304,0.1484,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,358.0147,0.4454,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_049_unsafe.png,ARROW,M6-3-21-W,220.279,89.677,0.6881,0.5305,0.1478,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,154.4479,0.5403,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_050_safe.png,ARROW,M6-3-21-W,188.185,810.66,9.0481,0.5301,0.1548,SAFE,SAFE_TARGET,YES,498.8921,8.8933,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_051_safe.png,ARROW,M6-3-21-W,279.938,576.261,8.8851,0.5302,0.1546,SAFE,SAFE_TARGET,YES,427.5693,8.7304,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_052_unsafe.png,ARROW,M6-3-21-W,219.096,383.6,2.6667,0.5304,0.1499,UNSAFE,UNSAFE_LEGEND_FAIL,NO,300.8176,2.5169,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_053_safe.png,ARROW,M6-3-21-W,341.487,591.603,9.4648,0.5301,0.1557,SAFE,SAFE_TARGET,YES,466.0147,9.309,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_054_safe.png,ARROW,M6-3-21-W,449.707,507.445,7.8252,0.5301,0.156,SAFE,SAFE_TARGET,YES,478.0462,7.6692,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_055_unsafe.png,ARROW,M6-3-21-W,432.894,24.692,1.1251,0.5303,0.1505,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,228.2627,0.9745,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_056_safe.png,ARROW,M6-3-21-W,328.393,626.4,9.5533,0.5301,0.1558,SAFE,SAFE_TARGET,YES,476.8661,9.3975,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_057_safe.png,ARROW,M6-3-21-W,379.96,836.347,9.5599,0.5301,0.1575,SAFE,SAFE_TARGET,YES,607.6232,9.4024,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_058_safe.png,ARROW,M6-3-21-W,409.65,545.783,7.2485,0.5301,0.1554,SAFE,SAFE_TARGET,YES,477.1862,7.0932,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_059_unsafe.png,ARROW,M6-3-21-W,138.694,597.428,0.8294,0.5304,0.1492,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,367.5309,0.6802,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_060_unsafe.png,ARROW,M6-3-21-W,237.802,52.465,2.5364,0.5304,0.1486,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,144.6027,2.3878,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_061_safe.png,ARROW,M6-3-21-W,168.114,533.253,8.2845,0.5302,0.1527,SAFE,SAFE_TARGET,YES,350.153,8.1318,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_062_safe.png,ARROW,M6-3-21-W,151.447,747.642,7.0691,0.5302,0.153,SAFE,SAFE_TARGET,YES,449.0145,6.9161,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_063_unsafe.png,ARROW,M6-3-21-W,71.704,31.46,5.1902,0.5305,0.1477,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,51.0516,5.0425,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_064_safe.png,ARROW,M6-3-21-W,160.91,706.404,8.3944,0.5302,0.1536,SAFE,SAFE_TARGET,YES,433.1268,8.2408,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_065_unsafe.png,ARROW,M6-3-21-W,256.597,24.733,0.7542,0.5304,0.1481,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,140.1349,0.6062,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_066_safe.png,ARROW,M6-3-21-W,311.595,776.757,9.535,0.5301,0.1563,SAFE,SAFE_TARGET,YES,543.6462,9.3787,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_067_safe.png,ARROW,M6-3-21-W,441.561,606.695,7.5144,0.5301,0.1562,SAFE,SAFE_TARGET,YES,523.5979,7.3582,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_068_unsafe.png,ARROW,M6-3-21-W,385.354,31.905,0.5293,0.5304,0.1497,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,208.0995,0.3796,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_069_safe.png,ARROW,M6-3-21-W,273.553,798.584,8.5442,0.5301,0.1555,SAFE,SAFE_TARGET,YES,535.5384,8.3887,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_070_unsafe.png,ARROW,M6-3-21-W,259.426,65.446,1.4749,0.5304,0.1485,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,161.9057,1.3264,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_071_safe.png,ARROW,M6-3-21-W,125.912,594.026,8.8632,0.5302,0.1528,SAFE,SAFE_TARGET,YES,359.4388,8.7104,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_072_unsafe.png,ARROW,M6-3-21-W,339.818,321.552,0.587,0.5303,0.1503,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,330.1548,0.4367,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_073_unsafe.png,ARROW,M6-3-21-W,112.644,479.75,0.7175,0.5304,0.1482,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,295.6666,0.5693,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_074_unsafe.png,ARROW,M6-3-21-W,59.367,76.493,8.3201,0.5304,0.1492,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,67.3995,8.1709,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_075_unsafe.png,ARROW,M6-3-21-W,289.508,11.037,1.0721,0.5304,0.1485,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,149.7421,0.9235,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_076_safe.png,ARROW,M6-3-21-W,209.345,506.9,7.9545,0.5302,0.1529,SAFE,SAFE_TARGET,YES,357.5923,7.8016,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_077_unsafe.png,ARROW,M6-3-21-W,20.417,73.726,8.0448,0.5304,0.1487,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,46.5411,7.8961,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_078_unsafe.png,ARROW,M6-3-21-W,439.334,46.773,1.3525,0.5303,0.1508,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,242.5229,1.2017,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_079_unsafe.png,ARROW,M6-3-21-W,282.528,164.14,1.5585,0.5304,0.1492,UNSAFE,UNSAFE_LEGEND_FAIL,NO,222.8036,1.4092,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_080_safe.png,ARROW,M6-3-21-W,346.952,725.834,9.4756,0.5301,0.1565,SAFE,SAFE_TARGET,YES,535.8632,9.3191,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_081_unsafe.png,ARROW,M6-3-21-W,29.015,520.634,0.5956,0.5305,0.1475,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,274.2942,0.4482,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_082_unsafe.png,ARROW,M6-3-21-W,388.233,334.282,1.3101,0.5303,0.1514,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,360.727,1.1588,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_083_safe.png,ARROW,M6-3-21-W,274.009,578.046,8.0615,0.5302,0.1542,SAFE,SAFE_TARGET,YES,425.4973,7.9073,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_084_safe.png,ARROW,M6-3-21-W,402.42,500.773,8.5853,0.5301,0.1557,SAFE,SAFE_TARGET,YES,451.0667,8.4296,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_085_safe.png,ARROW,M6-3-21-W,321.649,739.996,8.7361,0.5301,0.1559,SAFE,SAFE_TARGET,YES,530.2923,8.5802,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_086_safe.png,ARROW,M6-3-21-W,255.335,575.655,9.7884,0.5302,0.1547,SAFE,SAFE_TARGET,YES,414.9645,9.6337,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_087_unsafe.png,ARROW,M6-3-21-W,104.538,289.161,1.4313,0.5305,0.1476,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,196.319,1.2837,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_088_safe.png,ARROW,M6-3-21-W,311.962,545.997,8.1359,0.5302,0.1545,SAFE,SAFE_TARGET,YES,428.4493,7.9814,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_089_safe.png,ARROW,M6-3-21-W,345.405,553.24,7.6079,0.5302,0.1547,SAFE,SAFE_TARGET,YES,448.7923,7.4531,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_090_safe.png,ARROW,M6-3-21-W,326.222,823.03,8.6215,0.5301,0.1563,SAFE,SAFE_TARGET,YES,574.0958,8.4652,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_091_unsafe.png,ARROW,M6-3-21-W,19.946,6.188,9.6827,0.5304,0.1494,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,12.5368,9.5333,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_092_unsafe.png,ARROW,M6-3-21-W,180.328,30.687,0.8608,0.5305,0.1472,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,104.9769,0.7136,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_093_unsafe.png,ARROW,M6-3-21-W,201.485,64.711,1.3403,0.5305,0.1478,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,132.5671,1.1926,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_094_unsafe.png,ARROW,M6-3-21-W,20.768,734.973,0.6113,0.5304,0.1485,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,377.3403,0.4627,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_095_unsafe.png,ARROW,M6-3-21-W,291.218,79.098,0.7718,0.5304,0.1487,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,184.6279,0.6231,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_096_unsafe.png,ARROW,M6-3-21-W,396.289,64.941,0.5021,0.5304,0.15,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,230.0848,0.3521,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_097_unsafe.png,ARROW,M6-3-21-W,386.871,22.958,0.6988,0.5304,0.1497,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,204.3843,0.5491,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_098_unsafe.png,ARROW,M6-3-21-W,147.056,239.888,0.6198,0.5305,0.1476,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,192.9417,0.4722,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_099_unsafe.png,ARROW,M6-3-21-W,336.166,68.583,1.3967,0.5304,0.1495,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,201.844,1.2472,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_100_safe.png,ARROW,M6-3-21-W,346.586,649.607,7.1597,0.5301,0.155,SAFE,SAFE_TARGET,YES,497.566,7.0047,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_101_unsafe.png,ARROW,M6-3-21-W,420.741,84.469,1.1621,0.5303,0.1506,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,252.0748,1.0115,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_102_safe.png,ARROW,M6-3-21-W,168.067,835.931,7.5022,0.5302,0.1539,SAFE,SAFE_TARGET,YES,501.4689,7.3483,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
arrow_103_unsafe.png,ARROW,M6-3-21-W,430.257,726.706,1.3927,0.5302,0.1541,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,577.951,1.2386,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:37
